Unnamed: 0,Private,Apps,Accept,Enroll,Top10perc,Top25perc,F.Undergrad,P.Undergrad,Outstate,Room.Board,Books,Personal,PhD,Terminal,S.F.Ratio,perc.alumni,Expend,Grad.Rate,Apps_trans,Accept_trans,Enroll_trans,Top10perc_trans,F.Undergrad_trans,P.Undergrad_trans,Outstate_trans,Books_trans,Personal_trans,PhD_trans,Terminal_trans,S.F.Ratio_trans,perc.alumni_trans,Expend_trans,Accept_Rate,Outstate_Tier,Outstate_Tier_Encoded,Private_Encoded,Apps_trans_scaled,Accept_trans_scaled,Enroll_trans_scaled,Top10perc_trans_scaled,F.Undergrad_trans_scaled,P.Undergrad_trans_scaled,Outstate_trans_scaled,Books_trans_scaled,Personal_trans_scaled,PhD_trans_scaled,Terminal_trans_scaled,S.F.Ratio_trans_scaled,perc.alumni_trans_scaled,Expend_trans_scaled,Accept_Rate_scaled,Outstate_Tier_Encoded_scaled,Private_Encoded_scaled
Mercyhurst College,Yes,1557,1074,397,15,40,1805,433,9813,4050,425,1000,45.0,63,16.7,29,7307,78,-0.019674458066958174,-0.08805755971099145,-0.12110778065434473,-0.6795322253656407,-0.018945881546020883,0.1595885734800844,-0.02765145704225051,-0.8082879390325629,-0.38201766038027757,-1.608612408481828,-1.1971425260127022,0.7072311119742073,0.5975616518085038,-0.3828133643973191,0.6897880539499036,Medium,1,1,-0.019674458066957716,-0.08805755971099136,-0.12110778065434462,-0.6795322253656408,-0.01894588154602307,0.15958857348008446,-0.027651457042250898,-0.8082879390325651,-0.38201766038027757,-1.6086124084818278,-1.197142526012702,0.7072311119742072,0.5975616518085037,-0.38281336439728164,-0.3980523898217485,0.36524832997139145,0.6114319153500704
Meredith College,Yes,857,772,376,25,58,1721,470,6720,3250,450,1520,77.0,82,13.9,33,6881,82,-0.5928059359810691,-0.42862973636892127,-0.18059341253570796,0.07462985430502922,-0.06826008499019719,0.21277835652120777,-0.9266667032879427,-0.6036744589706652,0.4880214144735612,0.18908533721226045,0.026908565600263796,0.011839314538266496,0.8670772597515548,-0.556063610047287,0.9008168028004667,Low,0,1,-0.5928059359810687,-0.42862973636892115,-0.18059341253570785,0.07462985430502912,-0.06826008499019938,0.21277835652120783,-0.9266667032879432,-0.6036744589706673,0.4880214144735612,0.18908533721226076,0.026908565600264143,0.011839314538266303,0.8670772597515547,-0.5560636100472496,1.0542824246889027,-1.099672391311716,0.6114319153500704
Merrimack College,Yes,1981,1541,514,18,36,1927,1084,12500,6200,375,1000,73.0,75,16.8,22,8707,80,0.20438382278420475,0.2756865363521547,0.15493856031942396,-0.42188701698591335,0.04789996906121431,0.7797299836183118,0.6115227523862421,-1.2512257451727178,-0.38201766038027757,-0.08499874626512405,-0.4832523787413146,0.7311723860406061,0.07536745536606099,0.09245773371337099,0.7778899545683998,Medium,1,1,0.2043838227842052,0.2756865363521548,0.15493856031942407,-0.42188701698591347,0.04789996906121212,0.7797299836183119,0.6115227523862419,-1.25122574517272,-0.38201766038027757,-0.08499874626512376,-0.4832523787413143,0.731172386040606,0.07536745536606074,0.09245773371340843,0.20827948765816717,0.36524832997139145,0.6114319153500704
Mesa State College,No,1584,1456,891,6,18,3471,911,5016,3798,540,2256,48.0,48,28.8,12,3871,59,-0.003546425217813151,0.219115318447225,0.7077659589847427,-1.8031104107042748,0.6080561437140838,0.6579517512353936,-1.5451742306114287,0.0589338371736782,1.324913345796994,-1.4786478771804488,-1.8307562705848581,3.290275884828241,-0.8480459248697001,-2.5256883084338577,0.9191919191919192,Low,0,0,-0.003546425217812694,0.2191153184472251,0.7077659589847428,-1.8031104107042748,0.6080561437140816,0.6579517512353937,-1.5451742306114296,0.05893383717367618,1.324913345796994,-1.4786478771804485,-1.830756270584858,3.290275884828242,-0.8480459248697004,-2.5256883084338204,1.1807430202302698,-1.099672391311716,-1.635505074064474
Messiah College,Yes,1742,1382,607,30,64,2258,53,10300,5080,475,1200,68.0,75,14.1,30,7762,89,0.08527554480146583,0.16691429773394276,0.3269940122895714,0.36924448019518263,0.20598068404242947,-1.068112561140503,0.09604161765176664,-0.4087649589901799,-0.005344142276702718,-0.4078622247453497,-0.4832523787413146,0.06325006563784952,0.6666429698449552,-0.2140417727731383,0.7933409873708381,Medium,1,1,0.08527554480146629,0.16691429773394284,0.32699401228957153,0.3692444801951825,0.20598068404242728,-1.068112561140503,0.09604161765176629,-0.40876495899018206,-0.005344142276702737,-0.40786222474534944,-0.4832523787413143,0.06325006563784934,0.6666429698449551,-0.21404177277310085,0.31461605545451915,0.36524832997139145,0.6114319153500704
Miami University at Oxford,No,9239,7788,3290,35,39,13606,807,8856,3960,500,1382,81.0,89,17.6,20,7846,85,1.5456514281611284,1.8019679230198047,1.8483146908158532,0.6295768701744451,1.6603602125368226,0.574258201511255,-0.2829854772433897,-0.22262317064607157,0.28869358764624653,0.4771746426778103,0.6107698796775962,0.9207095836031439,-0.08895267462994533,-0.1845298364961164,0.8429483710358264,Medium,1,0,1.5456514281611289,1.8019679230198047,1.8483146908158534,0.629576870174445,1.6603602125368204,0.5742582015112551,-0.2829854772433901,-0.22262317064607365,0.28869358764624653,0.47717464267781057,0.6107698796775967,0.9207095836031439,-0.0889526746299456,-0.18452983649607896,0.6560222891827405,0.36524832997139145,-1.635505074064474
Michigan State University,No,18114,15096,6180,23,57,26640,4120,10658,3734,504,600,93.0,95,14.0,9,10520,71,2.0854188177369166,2.378497156655015,2.3223755192081903,-0.05547969999806644,2.0729570946760325,1.7866677063969734,0.18454396583783583,-0.19359875388376846,-1.419790908781924,1.425191176895042,1.1726062411645384,0.03758108271501449,-1.1963666133652986,0.5582763104729087,0.8333885392514078,Medium,1,0,2.085418817736917,2.378497156655015,2.3223755192081903,-0.05547969999806654,2.0729570946760303,1.7866677063969734,0.18454396583783547,-0.19359875388377054,-1.419790908781924,1.4251911768950423,1.172606241164539,0.0375810827150143,-1.196366613365299,0.5582763104729461,0.5902299428934276,0.36524832997139145,-1.635505074064474
Michigan Technological University,No,2618,2288,1032,42,77,5524,414,8127,3978,900,1200,82.0,82,17.0,25,7473,65,0.45879055143297526,0.6637451413422537,0.8476966679133631,0.9513952875026418,1.0019351553264788,0.130659227120309,-0.4899143569868338,1.9986270438701197,-0.005344142276702718,0.5513818552357662,0.026908565600263796,0.77888612464485,0.30823399686918296,-0.31942240853052983,0.8739495798319328,Low,0,0,0.4587905514329757,0.6637451413422538,0.8476966679133632,0.9513952875026417,1.0019351553264766,0.13065922712030906,-0.4899143569868343,1.9986270438701181,-0.005344142276702737,0.5513818552357665,0.026908565600264143,0.77888612464485,0.30823399686918274,-0.31942240853049236,0.8693777446443197,-1.099672391311716,-1.635505074064474
MidAmerica Nazarene College,Yes,331,331,225,15,36,1100,166,6840,3720,1100,4913,33.0,33,15.4,20,5524,49,-1.5603399982952395,-1.3381215430667692,-0.7677245789965299,-0.6795322253656407,-0.5575269513534405,-0.4319194753659008,-0.8871986438338211,2.79544521235413,3.022100265842323,-2.047704451760586,-2.2168051697845104,0.3906351739622576,-0.08895267462994533,-1.2385291045565183,1.0,Low,0,1,-1.560339998295239,-1.3381215430667692,-0.7677245789965298,-0.6795322253656408,-0.5575269513534428,-0.43191947536590075,-0.8871986438338216,2.795445212354128,3.022100265842323,-2.0477044517605854,-2.2168051697845104,0.3906351739622575,-0.0889526746299456,-1.2385291045564808,1.7368776212768444,-1.099672391311716,0.6114319153500704
Millersville University of Penn.,No,6011,3075,960,22,60,5146,1532,7844,3830,450,1258,72.0,74,16.8,20,7832,71,1.186592336611275,0.9472270717384349,0.7792044247140011,-0.12368771857670886,0.944417775394137,1.028208436553418,-0.5735244312740722,-0.6036744589706652,0.09271815291295113,-0.15132790347030226,-0.5503313595284204,0.7311723860406061,-0.08895267462994533,-0.18941488556210942,0.5115621360838463,Low,0,0,1.1865923366112754,0.947227071738435,0.7792044247140012,-0.12368771857670896,0.9444177753941347,1.028208436553418,-0.5735244312740726,-0.6036744589706673,0.09271815291295112,-0.15132790347030195,-0.5503313595284202,0.731172386040606,-0.0889526746299456,-0.18941488556207198,-1.6246326864631664,-1.099672391311716,-1.635505074064474
Milligan College,Yes,610,461,189,26,52,685,49,8200,3300,550,1000,63.0,69,12.0,16,8128,64,-0.9307288429849484,-0.9760695667312836,-0.977802230341426,0.13682203138818058,-1.1304294646179283,-1.1093038945974432,-0.46865780135826907,0.12646725882300056,-0.38201766038027757,-0.7087308284652433,-0.8646904686259159,-0.4921406487925007,-0.44458151258091694,-0.08888436091273558,0.7557377049180328,Low,0,1,-0.930728842984948,-0.9760695667312835,-0.9778022303414259,0.1368220313881805,-1.1304294646179305,-1.1093038945974432,-0.46865780135826957,0.12646725882299856,-0.38201766038027757,-0.7087308284652429,-0.8646904686259157,-0.492140648792501,-0.44458151258091727,-0.08888436091269813,0.055824035203478825,-1.099672391311716,0.6114319153500704
Millikin University,Yes,1444,1261,456,29,62,1788,95,11910,4378,450,965,60.0,77,11.4,25,8149,75,-0.09059809429291268,0.07476645122834293,0.028330800355100598,0.3133903214820356,-0.028697216234196243,-0.7517303120580598,0.47953927547493436,-0.6036744589706652,-0.4552342613960241,-0.8786660394374439,-0.3447982089823837,-0.6577544312976554,0.30823399686918296,-0.08196481063575946,0.8732686980609419,Medium,1,1,-0.09059809429291223,0.07476645122834302,0.028330800355100712,0.3133903214820355,-0.028697216234198433,-0.7517303120580597,0.4795392754749341,-0.6036744589706673,-0.4552342613960241,-0.8786660394374436,-0.34479820898238345,-0.6577544312976558,0.30823399686918274,-0.08196481063572202,0.8646918034824544,0.36524832997139145,0.6114319153500704
Millsaps College,Yes,905,834,319,32,61,1073,179,11320,4402,550,1350,82.0,89,12.7,38,11218,58,-0.5394304003666963,-0.34825558148530666,-0.3635748352141644,0.47695784935626834,-0.5861277992840656,-0.3873706460209204,0.3431950624105466,0.12646725882300056,0.23977239425227162,0.5513818552357662,0.6107698796775962,-0.303019110231878,1.1813122658270099,0.7061898268697215,0.9215469613259668,Medium,1,1,-0.5394304003666959,-0.34825558148530655,-0.3635748352141643,0.4769578493562682,-0.5861277992840678,-0.38737064602092036,0.34319506241054626,0.12646725882299856,0.2397723942522716,0.5513818552357665,0.6107698796775967,-0.3030191102318783,1.1813122658270099,0.706189826869759,1.196950810398892,0.36524832997139145,0.6114319153500704
Milwaukee School of Engineering,Yes,1217,1088,496,36,69,1773,884,11505,3255,1000,2075,35.0,46,16.7,23,7140,67,-0.25307850390522135,-0.07485383410027606,0.11748571825394899,0.678301268324476,-0.03739571343476303,0.6370875631742103,0.3864385111621904,2.414475888364001,1.1463266355940998,-1.9835362356217738,-1.8955440257679914,0.7072311119742073,0.15468771075919893,-0.44884631026412014,0.8940016433853739,Medium,1,1,-0.2530785039052209,-0.07485383410027596,0.1174857182539491,0.6783012683244759,-0.03739571343476522,0.6370875631742104,0.38643851116219013,2.414475888363999,1.1463266355940998,-1.9835362356217736,-1.8955440257679912,0.7072311119742072,0.15468771075919868,-0.44884631026408267,1.0073793684044323,0.36524832997139145,0.6114319153500704
Mississippi College,Yes,594,385,307,36,57,1695,721,5580,2830,600,700,77.0,79,16.5,18,6170,61,-0.9575104145057066,-1.171942700798295,-0.4069182298106719,0.678301268324476,-0.08412195386810908,0.49733573679573906,-1.3269963967299838,0.4488454168127673,-1.109331268357997,0.18908533721226045,-0.2005425892756753,0.6591773922895536,-0.2617966749661709,-0.8850265309524502,0.6481481481481481,Low,0,1,-0.9575104145057062,-1.171942700798295,-0.40691822981067177,0.6783012683244759,-0.08412195386811128,0.4973357367957391,-1.3269963967299845,0.44884541681276535,-1.109331268357997,0.18908533721226076,-0.200542589275675,0.6591773922895535,-0.2617966749661712,-0.8850265309524128,-0.684625120780117,-1.099672391311716,0.6114319153500704
Mississippi State University,No,4255,3277,1609,18,57,10094,1621,9866,3084,480,1479,77.0,77,15.9,20,6223,53,0.8895333148095571,1.0074922029921862,1.252089606236415,-0.42188701698591335,1.4565423462800773,1.0695695908011855,-0.013997456420211758,-0.37086265662921475,0.43066159696432665,0.18908533721226045,-0.3447982089823837,0.5136114615269335,-0.08895267462994533,-0.8585379410721806,0.7701527614571093,Medium,1,0,0.8895333148095576,1.0074922029921862,1.2520896062364153,-0.42188701698591347,1.456542346280075,1.0695695908011855,-0.013997456420212143,-0.37086265662921686,0.43066159696432665,0.18908533721226076,-0.34479820898238345,0.5136114615269334,-0.0889526746299456,-0.8585379410721432,0.15503084270658996,0.36524832997139145,-1.635505074064474
Mississippi University for Women,No,480,405,380,19,46,1673,1014,4386,2217,600,1500,49.0,54,15.8,8,5704,63,-1.174151267318383,-1.1166366827091714,-0.16897197285953322,-0.3430819714331799,-0.09777710639013962,0.7327317070920213,-1.8088402035356244,0.4488454168127673,0.4602273976750806,-1.4335405381377422,-1.6095128438728132,0.4891402549986991,-1.3245972639117196,-1.133903838644776,0.84375,Low,0,0,-1.1741512673183825,-1.1166366827091714,-0.1689719728595331,-0.34308197143318003,-0.09777710639014181,0.7327317070920214,-1.8088402035356252,0.44884541681276535,0.4602273976750806,-1.433540538137742,-1.609512843872813,0.489140254998699,-1.32459726391172,-1.1339038386447384,0.6615392325344439,-1.099672391311716,-1.635505074064474
Missouri Southern State College,No,1576,1326,913,13,50,3689,2200,3840,2852,200,400,52.0,54,20.3,9,4172,100,-0.00829411531785407,0.1253855437727408,0.7312169310076712,-0.8732912125649614,0.6620084461611176,1.297244440432385,-2.058275501032189,-3.3731020436386134,-2.2253916621767957,-1.2928715697940627,-1.6095128438728132,1.536551279845882,-1.1963666133652986,-2.2341851262856607,0.8413705583756346,Low,0,0,-0.008294115317853613,0.1253855437727409,0.7312169310076713,-0.8732912125649616,0.6620084461611154,1.297244440432385,-2.05827550103219,-3.3731020436386165,-2.2253916621767957,-1.2928715697940625,-1.609512843872813,1.5365512798458822,-1.196366613365299,-2.2341851262856234,0.6451635210307529,-1.099672391311716,-1.635505074064474
Missouri Valley College,Yes,1310,983,316,5,35,1057,175,8550,5050,400,900,35.0,67,17.4,16,4333,27,-0.18286655646866717,-0.17863371694163044,-0.3742322866881044,-1.996211324615275,-0.6034939219827451,-0.400757970990651,-0.36843058176594556,-1.0237043227479306,-0.5981756735654908,-1.9835362356217738,-0.9808282263537185,0.8736511761798803,-0.44458151258091694,-2.091116012697209,0.750381679389313,Low,0,1,-0.18286655646866673,-0.17863371694163035,-0.37423228668810427,-1.996211324615275,-0.6034939219827473,-0.40075797099065097,-0.368430581765946,-1.0237043227479328,-0.5981756735654908,-1.9835362356217736,-0.9808282263537182,0.8736511761798803,-0.44458151258091727,-2.0911160126971717,0.018962980085931638,-1.099672391311716,0.6114319153500704
Monmouth College IL,Yes,601,503,204,28,57,671,11,13000,4100,400,460,91.0,91,11.6,43,11087,56,-0.945699252619917,-0.8821316076843518,-0.8850908958079048,0.2560970954071895,-1.1567881328084293,-1.8365004457432288,0.7202101842770937,-1.0237043227479306,-1.94949391731636,1.2584840840542526,0.7916295867079878,-0.6021742165602336,1.4748350835114368,0.6795177315012579,0.8369384359400999,Medium,1,1,-0.9456992526199166,-0.8821316076843517,-0.8850908958079047,0.2560970954071894,-1.1567881328084315,-1.8365004457432288,0.7202101842770935,-1.0237043227479328,-1.94949391731636,1.2584840840542528,0.7916295867079882,-0.602174216560234,1.4748350835114368,0.6795177315012954,0.6146609200801165,0.36524832997139145,0.6114319153500704
Monmouth College,Yes,2707,1881,478,14,34,1893,847,12480,5290,530,1740,70.0,85,14.2,15,9492,54,0.48894152386478584,0.47274149053648856,0.07843201328729771,-0.7738575489017414,0.02980097974196418,0.6075411542850327,0.6071164197777245,-0.009701516013621186,0.7726987956741829,-0.28135254105451407,0.26789815935115474,0.08884698314321551,-0.5402591781850784,0.31082036312234196,0.6948651643886221,Medium,1,1,0.4889415238647863,0.4727414905364887,0.07843201328729782,-0.7738575489017415,0.02980097974196199,0.6075411542850329,0.6071164197777242,-0.009701516013623221,0.7726987956741829,-0.2813525410545138,0.26789815935115513,0.08884698314321533,-0.5402591781850787,0.31082036312237943,-0.36311087456646035,0.36524832997139145,0.6114319153500704
Montana College of Mineral Sci. & Tech.,No,572,544,320,45,72,1470,416,6073,3400,550,1400,71.0,71,16.4,31,6112,74,-0.9956287384204499,-0.7981858402822523,-0.36004800696402506,1.0772490038094669,-0.23511950594191502,0.13376024002359643,-1.1478477311635151,0.12646725882300056,0.31574018896209594,-0.2167793357746881,-0.7431090750720101,0.6350639812933067,0.7345530092783118,-0.9144153937296898,0.951048951048951,Low,0,0,-0.9956287384204494,-0.7981858402822521,-0.36004800696402495,1.0772490038094669,-0.23511950594191722,0.1337602400235965,-1.1478477311635158,0.12646725882299856,0.31574018896209594,-0.2167793357746878,-0.7431090750720099,0.6350639812933065,0.7345530092783117,-0.9144153937296524,1.3999883917967078,-1.099672391311716,-1.635505074064474
Montana State University,No,3500,2836,1779,15,42,8730,993,5552,3710,550,2300,75.0,83,17.6,8,6324,37,0.7181700803214826,0.8702085100908433,1.3397987537981872,-0.6795322253656407,1.3525026844080852,0.7180604720405727,-1.3374776210545585,0.12646725882300056,1.3662631205517808,0.05029077019095683,0.10571998260266878,0.9207095836031439,-1.3245972639117196,-0.8090018595675238,0.8102857142857143,Low,0,0,0.718170080321483,0.8702085100908434,1.3397987537981875,-0.6795322253656408,1.352502684408083,0.7180604720405728,-1.3374776210545591,0.12646725882299856,1.3662631205517808,0.05029077019095713,0.10571998260266914,0.9207095836031439,-1.32459726391172,-0.8090018595674864,0.4312324736197857,-1.099672391311716,-1.635505074064474
Montclair State University,No,5220,2128,865,19,53,6411,3186,3648,4834,700,950,82.0,87,21.5,9,6717,58,1.0662028432630755,0.5933499586928469,0.6791750820466615,-0.3430819714331799,1.1198919396848113,1.582506063558404,-2.1515029589972094,1.0287304144592622,-0.4873892780078052,0.5513818552357662,0.43622029750213775,1.7997318423114523,-1.1963666133652986,-0.6271986378081351,0.4076628352490421,Low,0,0,1.066202843263076,0.593349958692847,0.6791750820466617,-0.34308197143318003,1.119891939684809,1.582506063558404,-2.1515029589972103,1.0287304144592604,-0.4873892780078052,0.5513818552357665,0.43622029750213814,1.7997318423114526,-1.196366613365299,-0.6271986378080977,-2.339684889670592,-1.099672391311716,-1.635505074064474
Montreat-Anderson College,Yes,263,223,103,10,24,316,20,8438,3372,500,2958,42.0,50,11.1,4,11989,15,-1.804702425741432,-1.7805921648930623,-1.7544862008761355,-1.2101701573606454,-2.2044491896570495,-1.5580842419584755,-0.40020563155130623,-0.22262317064607157,1.9084353895342094,-1.7305240109865998,-1.7615586768024587,-0.7418550947282283,-1.9343125782540076,0.8540431213126236,0.8479087452471483,Low,0,1,-1.8047024257414315,-1.7805921648930623,-1.7544862008761353,-1.2101701573606454,-2.2044491896570517,-1.5580842419584755,-0.40020563155130673,-0.22262317064607365,1.9084353895342094,-1.7305240109865996,-1.7615586768024585,-0.7418550947282286,-1.934312578254008,0.854043121312661,0.6901604063792989,-1.099672391311716,0.6114319153500704
Moravian College,Yes,1232,955,303,23,58,1241,485,14990,4730,550,1250,86.0,92,15.2,28,9566,74,-0.24137170649915612,-0.2083160497923238,-0.4218018172315787,-0.05547969999806644,-0.42092097770179393,0.23327036944748294,1.1274909771070223,0.12646725882300056,0.0794512520083775,0.8569371017481758,0.8844513618593768,0.34100260612554617,0.5272487670727979,0.3299813135854524,0.7751623376623377,Medium,1,1,-0.24137170649915568,-0.2083160497923237,-0.4218018172315786,-0.05547969999806654,-0.4209209777017961,0.233270369447483,1.127490977107022,0.12646725882299856,0.07945125200837748,0.8569371017481762,0.8844513618593772,0.341002606125546,0.5272487670727978,0.3299813135854899,0.1895075761773901,0.36524832997139145,0.6114319153500704
Morehouse College,Yes,3708,1678,722,41,66,2852,153,7050,5490,250,600,71.0,74,17.8,10,8122,83,0.7690759105373487,0.36019602204939694,0.5018852047335655,0.9079719150807959,0.42907851514959006,-0.4797374261999973,-0.8192083100611475,-2.639054061775204,-1.419790908781924,-0.2167793357746881,-0.5503313595284204,0.9675564808473687,-1.0747688529439479,-0.09086639504838598,0.4525350593311758,Low,0,1,0.7690759105373491,0.36019602204939705,0.5018852047335656,0.9079719150807958,0.4290785151495879,-0.47973742619999726,-0.819208310061148,-2.6390540617752065,-1.419790908781924,-0.2167793357746878,-0.5503313595284202,0.9675564808473687,-1.0747688529439483,-0.09086639504834854,-2.0308668087504667,-1.099672391311716,0.6114319153500704
Morningside College,Yes,586,533,239,16,36,950,228,10520,3678,500,1000,48.0,68,13.0,32,8111,56,-0.9711934121096534,-0.8200268283849007,-0.6962889555267313,-0.5897369692550372,-0.7285256546102598,-0.24218646724179846,0.15066290278645775,-0.22262317064607157,-0.38201766038027757,-1.4786478771804488,-0.9234340703527073,-0.22323711250244924,0.8013473287828285,-0.09450594159294941,0.909556313993174,Medium,1,1,-0.9711934121096529,-0.8200268283849006,-0.6962889555267312,-0.5897369692550373,-0.728525654610262,-0.2421864672417984,0.1506629027864574,-0.22262317064607365,-0.38201766038027757,-1.4786478771804485,-0.9234340703527071,-0.2232371125024495,0.8013473287828284,-0.09450594159291197,1.11442918874882,0.36524832997139145,0.6114319153500704
Morris College,Yes,882,730,330,2,13,926,12,4515,2550,850,2100,53.0,60,18.6,34,6990,60,-0.5646165093718912,-0.48709813532161345,-0.3254636094586506,-2.8383149903647413,-0.7589398492569086,-1.7969766464625703,-1.7529207889768257,1.7753282863046347,1.171855927186336,-1.2442020010279624,-1.3457825326608568,1.1528938948554421,0.931790342010479,-0.5102017817617768,0.8276643990929705,Low,0,1,-0.5646165093718908,-0.48709813532161333,-0.3254636094586505,-2.8383149903647413,-0.7589398492569108,-1.7969766464625703,-1.7529207889768266,1.7753282863046331,1.171855927186336,-1.2442020010279622,-1.3457825326608566,1.1528938948554421,0.9317903420104788,-0.5102017817617394,0.5508354619020063,-1.099672391311716,0.6114319153500704
Mount Holyoke College,Yes,1800,1314,526,47,79,1891,40,19300,5700,750,750,79.0,91,9.0,51,18359,84,0.1157269230152889,0.11624281628756766,0.17907672243581044,1.1577515980780555,0.028724004978975592,-1.2143877164458847,1.9011495302699035,1.2919414548995862,-0.9696251460136798,0.3313811845790514,0.7916295867079878,-1.3580925541311246,1.909810801634363,1.6880245911088168,0.73,High,2,1,0.11572692301528936,0.11624281628756776,0.17907672243581055,1.1577515980780555,0.028724004978973403,-1.2143877164458847,1.9011495302699035,1.2919414548995845,-0.9696251460136798,0.3313811845790517,0.7916295867079882,-1.358092554131125,1.909810801634363,1.6880245911088543,-0.12130711447002389,1.8301690512544988,0.6114319153500704
Mount Marty College,Yes,279,276,126,17,37,600,435,6844,2980,500,500,45.0,55,11.7,38,5073,44,-1.7415467950056256,-1.5402239222336391,-1.4885612889738644,-0.5039903742110078,-1.3016437643242977,0.16256674306522592,-0.8858908910367614,-0.22262317064607157,-1.784000288095055,-1.608612408481828,-1.5685821539281672,-0.574526650128418,1.1813122658270099,-1.5251843113854822,0.989247311827957,Low,0,1,-1.7415467950056251,-1.5402239222336391,-1.4885612889738642,-0.5039903742110079,-1.3016437643243,0.16256674306522598,-0.885890891036762,-0.22262317064607365,-1.784000288095055,-1.6086124084818278,-1.568582153928167,-0.5745266501284183,1.1813122658270099,-1.5251843113854446,1.6628758396859697,-1.099672391311716,0.6114319153500704
Mount Mary College,Yes,235,217,121,12,32,931,487,8950,3119,550,1125,51.0,51,10.7,26,7016,78,-1.9258545191111445,-1.8115911670528848,-1.5413288205895574,-0.9785370964802453,-0.7525248511610764,0.23595926714925472,-0.25712716039969324,0.12646725882300056,-0.139061096643129,-1.340651655712002,-1.7252730821208924,-0.855404703879397,0.38265991480354933,-0.49942338087140936,0.9234042553191489,Medium,1,1,-1.925854519111144,-1.8115911670528848,-1.5413288205895572,-0.9785370964802454,-0.7525248511610786,0.23595926714925478,-0.2571271603996937,0.12646725882299856,-0.13906109664312902,-1.3406516557120018,-1.7252730821208921,-0.8554047038793975,0.3826599148035491,-0.4994233808713719,1.209733015391208,0.36524832997139145,0.6114319153500704
Mount Mercy College,Yes,368,317,159,20,49,806,542,10500,3555,500,2285,44.0,50,11.3,30,6695,64,-1.449142967316321,-1.385959146323402,-1.1916631026146554,-0.2672791173259531,-0.9269213117562445,0.3062528859318003,0.1457284663635697,-0.22262317064607157,1.3522518091533426,-1.6501454700619755,-1.7615586768024587,-0.6856894063241084,0.6666429698449552,-0.636943204354335,0.8614130434782609,Medium,1,1,-1.4491429673163205,-1.385959146323402,-1.1916631026146551,-0.2672791173259532,-0.9269213117562467,0.30625288593180033,0.14572846636356934,-0.22262317064607365,1.3522518091533426,-1.6501454700619753,-1.7615586768024585,-0.6856894063241087,0.6666429698449551,-0.6369432043542976,0.783099224305324,0.36524832997139145,0.6114319153500704
Mount Saint Clare College,Yes,325,284,95,16,33,364,88,9900,3650,500,1200,32.0,37,13.6,43,6525,21,-1.5796255534660728,-1.508278860128063,-1.8634860182640391,-0.5897369692550372,-1.9942683283539127,-0.794253861383627,-0.005263596412139545,-0.22262317064607157,-0.005344142276702718,-2.078429845143442,-2.1354499945433987,-0.06583008815144414,1.4748350835114368,-0.7139276767124346,0.8738461538461538,Medium,1,1,-1.5796255534660724,-1.508278860128063,-1.863486018264039,-0.5897369692550373,-1.9942683283539149,-0.7942538613836269,-0.005263596412139927,-0.22262317064607365,-0.005344142276702737,-2.0784298451434418,-2.1354499945433987,-0.06583008815144435,1.4748350835114368,-0.7139276767123972,0.8686659498737492,0.36524832997139145,0.6114319153500704
Mount Saint Mary's College,Yes,1321,1159,328,15,36,1243,79,12850,6200,550,900,77.0,82,12.8,36,8536,80,-0.1749180829163891,-0.010571873081404707,-0.33228297999945683,-0.6795322253656407,-0.41912143660350565,-0.8536598756387256,0.6878962159335482,0.12646725882300056,-0.5981756735654908,0.18908533721226045,0.026908565600263796,-0.27634292029735635,1.0583393926787488,0.040861106806402994,0.8773656320968963,Medium,1,1,-0.17491808291638866,-0.010571873081404611,-0.3322829799994567,-0.6795322253656408,-0.4191214366035078,-0.8536598756387255,0.687896215933548,0.12646725882299856,-0.5981756735654908,0.18908533721226076,0.026908565600264143,-0.27634292029735663,1.0583393926787488,0.04086110680644044,0.8928875823305004,0.36524832997139145,0.6114319153500704
Mount Saint Mary College,Yes,1170,695,238,14,48,1170,429,7470,4600,250,1400,74.0,75,15.3,23,6898,88,-0.29078946972449266,-0.5386360386918125,-0.7012296521591672,-0.7738575489017414,-0.48719756614788734,0.15359478484785077,-0.6871119096960047,-2.639054061775204,0.31574018896209594,-0.017792359075214106,-0.4832523787413146,0.36585103864898416,0.15468771075919893,-0.5488380225520461,0.594017094017094,Low,0,1,-0.2907894697244922,-0.5386360386918124,-0.7012296521591671,-0.7738575489017415,-0.4871975661478895,0.15359478484785083,-0.6871119096960051,-2.6390540617752065,0.31574018896209594,-0.01779235907521381,-0.4832523787413143,0.365851038648984,0.15468771075919868,-0.5488380225520086,-1.0571640041734955,-1.099672391311716,0.6114319153500704
Mount St. Mary's College,Yes,657,537,113,37,90,1039,466,12474,5678,630,1278,53.0,71,11.9,19,10613,72,-0.8562202322738313,-0.8120293992533335,-1.6312155532484005,0.7260374574039264,-0.6234181853435865,0.207214125833888,0.6057936170259929,0.6311670248859246,0.12553741756504289,-1.2442020010279624,-0.7431090750720101,-0.5195109599719552,-0.17422905107118244,0.5788391956972186,0.817351598173516,Medium,1,1,-0.8562202322738308,-0.8120293992533334,-1.6312155532484003,0.7260374574039263,-0.6234181853435887,0.20721412583388807,0.6057936170259927,0.6311670248859227,0.12553741756504286,-1.2442020010279622,-0.7431090750720099,-0.5195109599719555,-0.17422905107118275,0.5788391956972561,0.47986105726746303,0.36524832997139145,0.6114319153500704
